math_score,sex,education,interest,teaching,success,importance
340.65713,1,University or Higher,4.0,1.0,2.333333333333333,1.2222222222222223
583.99595,0,Post-Secondary,2.888888888888889,3.857142857142857,3.6666666666666665,3.7777777777777777
428.57481,0,Don't Know,3.111111111111111,3.571428571428572,2.333333333333333,3.4444444444444446
471.48219,0,Secondary or lower,3.555555555555556,3.7142857142857135,3.555555555555556,4.0
273.20934,0,Post-Secondary,2.4444444444444446,2.857142857142857,2.7777777777777777,2.555555555555556
414.27691,1,Secondary or lower,2.888888888888889,4.0,2.4444444444444446,3.555555555555556
424.89224,0,Don't Know,2.2222222222222223,3.857142857142857,2.555555555555556,3.111111111111111
414.7397,1,University or Higher,3.111111111111111,3.571428571428572,2.888888888888889,3.333333333333333
502.53421,0,University or Higher,3.555555555555556,3.857142857142857,2.333333333333333,4.0
401.67894,0,University or Higher,2.333333333333333,3.0,2.111111111111111,3.333333333333333
557.17992,0,University or Higher,3.2222222222222223,2.857142857142857,2.7777777777777777,3.6666666666666665
470.46653,1,Don't Know,2.7777777777777777,2.857142857142857,2.7777777777777777,3.7777777777777777
551.58964,1,University or Higher,2.555555555555556,3.571428571428572,2.333333333333333,2.888888888888889
356.03081,1,Secondary or lower,4.0,3.142857142857143,2.333333333333333,3.0
383.58322,0,Post-Secondary,4.0,4.0,2.333333333333333,4.0
610.81899,1,Post-Secondary,3.0,4.0,3.333333333333333,2.111111111111111
203.92678,1,University or Higher,1.4444444444444444,3.857142857142857,2.333333333333333,1.6666666666666667
406.81712,0,University or Higher,1.6666666666666667,1.0,2.6666666666666665,1.0
536.25549,0,Secondary or lower,3.888888888888889,4.0,2.4444444444444446,4.0
540.81274,0,Secondary or lower,1.3333333333333333,3.7142857142857135,2.333333333333333,3.7777777777777777
397.16701,1,Post-Secondary,2.7777777777777777,3.2857142857142856,2.6666666666666665,4.0
380.10209,0,Secondary or lower,2.6666666666666665,2.4285714285714284,2.0,2.333333333333333
602.60434,0,University or Higher,3.0,3.571428571428572,2.4444444444444446,2.888888888888889
263.46836,0,Secondary or lower,2.7777777777777777,3.2857142857142856,2.2222222222222223,2.6666666666666665
395.50617,1,University or Higher,3.2222222222222223,4.0,3.4444444444444446,4.0
523.22447,1,University or Higher,2.2222222222222223,2.7142857142857144,2.6666666666666665,2.333333333333333
570.89566,1,University or Higher,2.888888888888889,4.0,2.888888888888889,3.333333333333333
451.94779,1,Post-Secondary,3.4444444444444446,3.7142857142857135,2.333333333333333,3.555555555555556
539.97047,1,University or Higher,3.0,3.4285714285714284,3.6666666666666665,3.6666666666666665
678.38415,0,University or Higher,3.333333333333333,3.7142857142857135,3.7777777777777777,2.888888888888889
523.31477,0,Post-Secondary,1.8888888888888888,2.142857142857143,2.2222222222222223,2.2222222222222223
536.48588,1,University or Higher,3.2222222222222223,3.7142857142857135,3.7777777777777777,3.555555555555556
411.69485,0,Post-Secondary,2.555555555555556,3.857142857142857,2.0,2.4444444444444446
673.35498,1,University or Higher,3.333333333333333,3.857142857142857,3.333333333333333,3.888888888888889
497.3722,0,Don't Know,2.4444444444444446,3.0,3.0,3.555555555555556
416.96732,1,Don't Know,2.7777777777777777,2.857142857142857,2.111111111111111,3.888888888888889
372.87169,1,Don't Know,2.888888888888889,3.0,2.7777777777777777,2.555555555555556
368.04663,1,Don't Know,3.888888888888889,3.142857142857143,2.4444444444444446,1.2222222222222223
443.93412,0,Don't Know,3.2222222222222223,3.857142857142857,2.2222222222222223,3.888888888888889
550.43313,0,Secondary or lower,2.888888888888889,3.857142857142857,3.6666666666666665,3.888888888888889
307.37915,0,Secondary or lower,2.555555555555556,2.857142857142857,2.6666666666666665,2.888888888888889
400.29159,0,Don't Know,2.7777777777777777,3.142857142857143,2.6666666666666665,3.888888888888889
483.70679,0,Don't Know,3.2222222222222223,3.571428571428572,2.4444444444444446,3.888888888888889
620.36499,1,Secondary or lower,3.2222222222222223,3.0,3.333333333333333,3.6666666666666665
397.14752,0,University or Higher,3.333333333333333,3.2857142857142856,2.0,4.0
296.22688,0,Secondary or lower,3.333333333333333,4.0,3.555555555555556,3.6666666666666665
446.45962,1,University or Higher,1.6666666666666667,1.8571428571428568,1.6666666666666667,3.111111111111111
655.53175,0,Don't Know,3.111111111111111,4.0,3.888888888888889,3.7777777777777777
553.44891,1,University or Higher,2.333333333333333,4.0,2.333333333333333,2.333333333333333
449.66515,1,Post-Secondary,2.7777777777777777,3.7142857142857135,3.111111111111111,3.888888888888889
492.28168,0,Post-Secondary,3.0,3.7142857142857135,1.7777777777777777,3.0
461.42575,0,Secondary or lower,2.555555555555556,2.2857142857142856,2.111111111111111,3.6666666666666665
490.52731,0,Don't Know,2.4444444444444446,2.7142857142857144,3.0,2.888888888888889
579.46509,1,Don't Know,2.555555555555556,3.4285714285714284,2.333333333333333,2.111111111111111
592.88084,0,Secondary or lower,3.0,3.7142857142857135,4.0,3.555555555555556
316.53419,0,Secondary or lower,4.0,4.0,2.333333333333333,4.0
398.56995,1,Don't Know,2.6666666666666665,4.0,2.7777777777777777,3.888888888888889
465.25375,0,Post-Secondary,2.4444444444444446,3.2857142857142856,1.7777777777777777,2.888888888888889
451.8793,1,Don't Know,2.7777777777777777,3.571428571428572,3.333333333333333,3.2222222222222223
308.72129,1,Secondary or lower,3.333333333333333,3.857142857142857,2.555555555555556,2.333333333333333
420.45992,0,Don't Know,2.4444444444444446,3.857142857142857,1.8888888888888888,3.888888888888889
390.92943,1,Don't Know,3.111111111111111,3.2857142857142856,2.4444444444444446,3.2222222222222223
630.09706,1,University or Higher,2.4444444444444446,3.7142857142857135,3.6666666666666665,3.888888888888889
370.16992,0,Secondary or lower,3.333333333333333,4.0,3.2222222222222223,4.0
490.6136,1,Don't Know,2.6666666666666665,3.7142857142857135,3.111111111111111,2.111111111111111
455.93179,1,Don't Know,3.111111111111111,3.0,2.4444444444444446,3.0
369.36294,0,Secondary or lower,1.0,1.4285714285714286,2.6666666666666665,1.0
507.13434,0,Don't Know,2.2222222222222223,3.7142857142857135,2.555555555555556,3.888888888888889
501.0678,1,Don't Know,2.555555555555556,3.857142857142857,2.555555555555556,2.555555555555556
506.51109,0,University or Higher,4.0,4.0,2.333333333333333,2.6666666666666665
523.02581,0,Don't Know,3.2222222222222223,3.571428571428572,2.6666666666666665,3.555555555555556
465.79626,0,Don't Know,2.333333333333333,3.0,2.333333333333333,2.6666666666666665
448.76876,0,University or Higher,3.2222222222222223,4.0,3.4444444444444446,3.888888888888889
447.90387,1,University or Higher,2.6666666666666665,3.4285714285714284,2.555555555555556,3.0
411.53105,1,Don't Know,3.333333333333333,3.857142857142857,2.555555555555556,3.7777777777777777
476.67894,1,Post-Secondary,2.2222222222222223,2.7142857142857144,1.0,1.5555555555555556
396.90377,1,Don't Know,3.2222222222222223,4.0,3.0,4.0
500.14557,0,Don't Know,2.7777777777777777,1.8571428571428568,2.888888888888889,3.7777777777777777
549.98448,1,Secondary or lower,2.6666666666666665,4.0,3.111111111111111,2.4444444444444446
555.71919,1,Don't Know,3.333333333333333,4.0,3.555555555555556,3.888888888888889
415.06463,1,University or Higher,2.888888888888889,3.142857142857143,2.4444444444444446,2.111111111111111
464.71424,0,Don't Know,2.6666666666666665,3.142857142857143,2.888888888888889,3.0
574.78011,1,University or Higher,3.111111111111111,2.857142857142857,2.555555555555556,4.0
288.00744,1,Don't Know,3.555555555555556,4.0,3.555555555555556,4.0
496.14408,1,Secondary or lower,2.7777777777777777,3.571428571428572,3.4444444444444446,3.7777777777777777
368.30742,0,University or Higher,2.333333333333333,3.571428571428572,2.7777777777777777,3.2222222222222223
352.07554,0,Don't Know,2.0,4.0,2.333333333333333,3.0
520.14732,1,Secondary or lower,3.6666666666666665,4.0,1.8888888888888888,3.555555555555556
430.66302,0,Post-Secondary,2.333333333333333,3.571428571428572,2.6666666666666665,3.2222222222222223
382.51178,1,University or Higher,2.555555555555556,3.857142857142857,3.2222222222222223,3.555555555555556
530.46901,0,Don't Know,2.333333333333333,4.0,3.111111111111111,3.4444444444444446
440.47994,0,University or Higher,3.2222222222222223,3.7142857142857135,2.333333333333333,3.333333333333333
465.90928,1,Don't Know,2.0,3.0,1.8888888888888888,3.4444444444444446
488.40858,1,University or Higher,3.333333333333333,4.0,3.6666666666666665,4.0
543.01688,0,University or Higher,2.111111111111111,4.0,2.6666666666666665,1.6666666666666667
534.05804,0,Post-Secondary,2.0,2.7142857142857144,1.8888888888888888,2.888888888888889
596.31688,0,University or Higher,3.4444444444444446,3.857142857142857,2.2222222222222223,4.0
405.02299,1,Don't Know,3.333333333333333,4.0,3.888888888888889,3.888888888888889
622.43372,0,University or Higher,3.555555555555556,3.7142857142857135,3.4444444444444446,2.888888888888889
416.86855,0,University or Higher,1.8888888888888888,3.142857142857143,2.7777777777777777,2.2222222222222223
444.08478,1,Secondary or lower,3.333333333333333,4.0,3.555555555555556,2.333333333333333
392.90518,1,Secondary or lower,2.888888888888889,4.0,2.555555555555556,3.4444444444444446
469.72804,1,Secondary or lower,2.7777777777777777,3.571428571428572,2.111111111111111,3.4444444444444446
476.51058,1,Don't Know,2.2222222222222223,3.0,2.4444444444444446,3.7777777777777777
511.44093,1,Don't Know,3.2222222222222223,3.857142857142857,2.555555555555556,3.333333333333333
556.80065,1,University or Higher,2.4444444444444446,2.142857142857143,2.888888888888889,3.7777777777777777
526.77486,0,Don't Know,3.111111111111111,4.0,3.4444444444444446,3.888888888888889
565.44357,1,University or Higher,2.333333333333333,4.0,2.888888888888889,3.4444444444444446
341.79962,1,Secondary or lower,1.7777777777777777,2.571428571428572,4.0,2.111111111111111
548.41652,1,University or Higher,2.555555555555556,2.4285714285714284,2.2222222222222223,3.2222222222222223
528.36532,1,University or Higher,2.2222222222222223,3.7142857142857135,2.0,3.333333333333333
456.28278,0,Don't Know,2.2222222222222223,3.0,2.555555555555556,2.6666666666666665
465.00665,0,Don't Know,2.6666666666666665,3.571428571428572,2.6666666666666665,4.0
434.8135,0,Don't Know,3.333333333333333,4.0,3.888888888888889,3.7777777777777777
603.73992,0,University or Higher,2.555555555555556,2.571428571428572,3.4444444444444446,3.7777777777777777
607.33318,0,University or Higher,2.555555555555556,2.4285714285714284,3.0,3.555555555555556
526.88532,1,University or Higher,1.7777777777777777,4.0,1.5555555555555556,2.6666666666666665
